Month of Date,Point,flows_bcm
October 2023,Brunsbuettel Hafen FSRU,0.154287603
September 2023,Brunsbuettel Hafen FSRU,0.106385246
August 2023,Brunsbuettel Hafen FSRU,0.131885532
July 2023,Brunsbuettel Hafen FSRU,0.134567119
June 2023,Brunsbuettel Hafen FSRU,0.15291242
May 2023,Brunsbuettel Hafen FSRU,0.145402486
April 2023,Brunsbuettel Hafen FSRU,0.149341416
March 2023,Brunsbuettel Hafen FSRU,0.047556283
February 2023,Brunsbuettel Hafen FSRU,0
January 2026,Bilbao,0.160549423
December 2025,Bilbao,0.516224304
November 2025,Bilbao,0.396213912
October 2025,Bilbao,0.518077501
September 2025,Bilbao,0.448932883
August 2025,Bilbao,0.396236662
July 2025,Bilbao,0.24590586
June 2025,Bilbao,0.198990616
May 2025,Bilbao,0.245224582
April 2025,Bilbao,0.464177261
March 2025,Bilbao,0.574453035
February 2025,Bilbao,0.553139182
January 2025,Bilbao,0.492999856
December 2024,Bilbao,0.433351149
November 2024,Bilbao,0.434064228
October 2024,Bilbao,0.274590821
September 2024,Bilbao,0.27598479
August 2024,Bilbao,0.32259933
July 2024,Bilbao,0.396957449
June 2024,Bilbao,0.420713215
May 2024,Bilbao,0.398567426
April 2024,Bilbao,0.349155567
March 2024,Bilbao,0.485465091
February 2024,Bilbao,0.499730678
January 2024,Bilbao,0.539221856
December 2023,Bilbao,0.50661374
November 2023,Bilbao,0.434337304
October 2023,Bilbao,0.336339168
September 2023,Bilbao,0.462530786
August 2023,Bilbao,0.501408228
July 2023,Bilbao,0.380242203
June 2023,Bilbao,0.61016244
May 2023,Bilbao,0.503883863
April 2023,Bilbao,0.55176047
March 2023,Bilbao,0.66153502
February 2023,Bilbao,0.590781909
January 2023,Bilbao,0.447895651
December 2022,Bilbao,0.455372732
November 2022,Bilbao,0.526242284
October 2022,Bilbao,0.505311008
September 2022,Bilbao,0.38082095
August 2022,Bilbao,0.451201937
July 2022,Bilbao,0.5813382
June 2022,Bilbao,0.492874821
May 2022,Bilbao,0.545095679
April 2022,Bilbao,0.610216139
March 2022,Bilbao,0.535364562
February 2022,Bilbao,0.413185159
January 2022,Bilbao,0.429324685
December 2021,Bilbao,0.499340045
November 2021,Bilbao,0.580642358
October 2021,Bilbao,0.477133969
September 2021,Bilbao,0.207181018
August 2021,Bilbao,0.323051517
July 2021,Bilbao,0.371781045
June 2021,Bilbao,0.336753875
May 2021,Bilbao,0.188030452
April 2021,Bilbao,0.267195039
March 2021,Bilbao,0.292000813
February 2021,Bilbao,0.385581013
January 2021,Bilbao,0.386190802
January 2026,Barcelona,0.086710794
December 2025,Barcelona,0.299067282
November 2025,Barcelona,0.26327657
October 2025,Barcelona,0.355877499
September 2025,Barcelona,0.213184162
August 2025,Barcelona,0.164044162
July 2025,Barcelona,0.261266113
June 2025,Barcelona,0.211408095
May 2025,Barcelona,0.31961964
April 2025,Barcelona,0.427637688
March 2025,Barcelona,0.218520135
February 2025,Barcelona,0.188369119
January 2025,Barcelona,0.215392428
December 2024,Barcelona,0.353524749
November 2024,Barcelona,0.282583432
October 2024,Barcelona,0.207675192
September 2024,Barcelona,0.168381797
August 2024,Barcelona,0.132389258
July 2024,Barcelona,0.13991344
June 2024,Barcelona,0.127722698
May 2024,Barcelona,0.138130823
April 2024,Barcelona,0.131844433
March 2024,Barcelona,0.141262272
February 2024,Barcelona,0.208064951
January 2024,Barcelona,0.258333766
December 2023,Barcelona,0.299662748
November 2023,Barcelona,0.371588322
October 2023,Barcelona,0.343008873
September 2023,Barcelona,0.340005082
August 2023,Barcelona,0.192179812
July 2023,Barcelona,0.222311685
June 2023,Barcelona,0.362172052
May 2023,Barcelona,0.213718133
April 2023,Barcelona,0.297723952
March 2023,Barcelona,0.345484928
February 2023,Barcelona,0.325742166
January 2023,Barcelona,0.199895195
December 2022,Barcelona,0.378094298
November 2022,Barcelona,0.329735722
October 2022,Barcelona,0.150410524
September 2022,Barcelona,0.219839518
August 2022,Barcelona,0.227246667
July 2022,Barcelona,0.318679293
June 2022,Barcelona,0.48026281
May 2022,Barcelona,0.360290552
April 2022,Barcelona,0.342831685
March 2022,Barcelona,0.295811638
February 2022,Barcelona,0.557670823
January 2022,Barcelona,0.605370143
December 2021,Barcelona,0.34080838
November 2021,Barcelona,0.384993541
October 2021,Barcelona,0.217105275
September 2021,Barcelona,0.200317819
August 2021,Barcelona,0.214484511
July 2021,Barcelona,0.20509808
June 2021,Barcelona,0.230588191
May 2021,Barcelona,0.272525636
April 2021,Barcelona,0.230055493
March 2021,Barcelona,0.140881599
February 2021,Barcelona,0.16857328
January 2021,Barcelona,0.261567355
January 2026,Baltic Energy Gate,0.111667894
December 2025,Baltic Energy Gate,0.403993256
November 2025,Baltic Energy Gate,0.401529172
October 2025,Baltic Energy Gate,0.389982483
September 2025,Baltic Energy Gate,0.112928169
August 2025,Baltic Energy Gate,0.04479719
July 2025,Baltic Energy Gate,0.043068727
June 2025,Baltic Energy Gate,0.272672154
May 2025,Baltic Energy Gate,0.357060449
April 2025,Baltic Energy Gate,0.342115061
March 2025,Baltic Energy Gate,0.137508459
February 2025,Baltic Energy Gate,0.026402465
January 2025,Baltic Energy Gate,0.003017019
December 2024,Baltic Energy Gate,0.095337625
November 2024,Baltic Energy Gate,0.146615085
October 2024,Baltic Energy Gate,0.071503373
September 2024,Baltic Energy Gate,0.037871999
August 2024,Baltic Energy Gate,0.023444575
July 2024,Baltic Energy Gate,0.00014943
June 2024,Baltic Energy Gate,0.045834073
May 2024,Baltic Energy Gate,0
April 2024,Baltic Energy Gate,0.003428204
March 2024,Baltic Energy Gate,0.063622909
February 2024,Baltic Energy Gate,0.068871097
January 2024,Baltic Energy Gate,0.056020275
December 2023,Baltic Energy Gate,0.077862992
November 2023,Baltic Energy Gate,0.038077112
October 2023,Baltic Energy Gate,0.06863241
September 2023,Baltic Energy Gate,0.06415042
August 2023,Baltic Energy Gate,0.070671739
July 2023,Baltic Energy Gate,0.057790465
June 2023,Baltic Energy Gate,0.139968886
May 2023,Baltic Energy Gate,0.163524
April 2023,Baltic Energy Gate,0.108254628
March 2023,Baltic Energy Gate,0.127691179
February 2023,Baltic Energy Gate,0.080219288
January 2023,Baltic Energy Gate,0.040477263
December 2022,Baltic Energy Gate,0
December 2025,Alexandroupolis,0.090737704
November 2025,Alexandroupolis,0.067439481
October 2025,Alexandroupolis,0
September 2025,Alexandroupolis,0
August 2025,Alexandroupolis,0
July 2025,Alexandroupolis,0
June 2025,Alexandroupolis,0
May 2025,Alexandroupolis,0
April 2025,Alexandroupolis,0
March 2025,Alexandroupolis,0
February 2025,Alexandroupolis,0
January 2025,Alexandroupolis,0.098477374
December 2024,Alexandroupolis,0.087947247
November 2024,Alexandroupolis,0.083902332
October 2024,Alexandroupolis,0.029315645
September 2024,Alexandroupolis,0.001619084
August 2024,Alexandroupolis,0.014813722
July 2024,Alexandroupolis,0
June 2024,Alexandroupolis,0.001115465
May 2024,Alexandroupolis,0.010042956
April 2024,Alexandroupolis,0.026774647
March 2024,Alexandroupolis,0.000306557
February 2024,Alexandroupolis,0
January 2024,Alexandroupolis,0
December 2023,Alexandroupolis,0
November 2023,Alexandroupolis,0
October 2023,Alexandroupolis,0
September 2023,Alexandroupolis,0
August 2023,Alexandroupolis,0
July 2023,Alexandroupolis,0
June 2023,Alexandroupolis,0
May 2023,Alexandroupolis,0
April 2023,Alexandroupolis,0
March 2023,Alexandroupolis,0
February 2023,Alexandroupolis,0
January 2023,Alexandroupolis,0
December 2022,Alexandroupolis,0
November 2022,Alexandroupolis,0
October 2022,Alexandroupolis,0
September 2022,Alexandroupolis,0
August 2022,Alexandroupolis,0
July 2022,Alexandroupolis,0
June 2022,Alexandroupolis,0
May 2022,Alexandroupolis,0
April 2022,Alexandroupolis,0
March 2022,Alexandroupolis,0
February 2022,Alexandroupolis,0
January 2022,Alexandroupolis,0
December 2021,Alexandroupolis,0
November 2021,Alexandroupolis,0
October 2021,Alexandroupolis,0
September 2021,Alexandroupolis,0
August 2021,Alexandroupolis,0
July 2021,Alexandroupolis,0
June 2021,Alexandroupolis,0
May 2021,Alexandroupolis,0
April 2021,Alexandroupolis,0
March 2021,Alexandroupolis,0
February 2021,Alexandroupolis,0
January 2021,Alexandroupolis,0
