Week of Date,Country,Unit,Value
"December 30, 2018",Sweden,Million Cubic Meter,130
"January 27, 2019",Sweden,Million Cubic Meter,104
"February 24, 2019",Sweden,Million Cubic Meter,126
"March 31, 2019",Sweden,Million Cubic Meter,101
"April 28, 2019",Sweden,Million Cubic Meter,124
"May 26, 2019",Sweden,Million Cubic Meter,62
"June 30, 2019",Sweden,Million Cubic Meter,62
"July 28, 2019",Sweden,Million Cubic Meter,75
"September 1, 2019",Sweden,Million Cubic Meter,66
"September 29, 2019",Sweden,Million Cubic Meter,66
"October 27, 2019",Sweden,Million Cubic Meter,98
"December 1, 2019",Sweden,Million Cubic Meter,118
"December 29, 2019",Sweden,Million Cubic Meter,116
"January 26, 2020",Sweden,Million Cubic Meter,114.9
"March 1, 2020",Sweden,Million Cubic Meter,94
"March 29, 2020",Sweden,Million Cubic Meter,74.47
"April 26, 2020",Sweden,Million Cubic Meter,77.5
"May 31, 2020",Sweden,Million Cubic Meter,83.72
"June 28, 2020",Sweden,Million Cubic Meter,53.5
"July 26, 2020",Sweden,Million Cubic Meter,85.5
"August 30, 2020",Sweden,Million Cubic Meter,80.4
"September 27, 2020",Sweden,Million Cubic Meter,162
"November 1, 2020",Sweden,Million Cubic Meter,142
"November 29, 2020",Sweden,Million Cubic Meter,177
"December 27, 2020",Sweden,Million Cubic Meter,184
"January 31, 2021",Sweden,Million Cubic Meter,155
"February 28, 2021",Sweden,Million Cubic Meter,116
"March 28, 2021",Sweden,Million Cubic Meter,100
"April 25, 2021",Sweden,Million Cubic Meter,63.6
"May 30, 2021",Sweden,Million Cubic Meter,103.7
"June 27, 2021",Sweden,Million Cubic Meter,64
"August 1, 2021",Sweden,Million Cubic Meter,80.715
"August 29, 2021",Sweden,Million Cubic Meter,73.245
"September 26, 2021",Sweden,Million Cubic Meter,90.168
"October 31, 2021",Sweden,Million Cubic Meter,102.823
"November 28, 2021",Sweden,Million Cubic Meter,114.943
"December 26, 2021",Sweden,Million Cubic Meter,102.173
"January 30, 2022",Sweden,Million Cubic Meter,81.744
"February 27, 2022",Sweden,Million Cubic Meter,59.639
"March 27, 2022",Sweden,Million Cubic Meter,49.835536
"May 1, 2022",Sweden,Million Cubic Meter,45.49626
"May 29, 2022",Sweden,Million Cubic Meter,37.205
"June 26, 2022",Sweden,Million Cubic Meter,52.581
"July 31, 2022",Sweden,Million Cubic Meter,53.86
"August 28, 2022",Sweden,Million Cubic Meter,47.002407
"September 25, 2022",Sweden,Million Cubic Meter,54.708
"October 30, 2022",Sweden,Million Cubic Meter,53.54
"November 27, 2022",Sweden,Million Cubic Meter,81.701
"January 1, 2023",Sweden,Million Cubic Meter,77.437
"January 29, 2023",Sweden,Million Cubic Meter,68.241
"February 26, 2023",Sweden,Million Cubic Meter,85.51
"March 26, 2023",Sweden,Million Cubic Meter,48.795082
"April 30, 2023",Sweden,Million Cubic Meter,53.00545
"May 28, 2023",Sweden,Million Cubic Meter,47.754346
"June 25, 2023",Sweden,Million Cubic Meter,47.97611
"July 30, 2023",Sweden,Million Cubic Meter,50.967632
"August 27, 2023",Sweden,Million Cubic Meter,64.398869
"October 1, 2023",Sweden,Million Cubic Meter,63.725905
"October 29, 2023",Sweden,Million Cubic Meter,82.652429
"November 26, 2023",Sweden,Million Cubic Meter,91.897857
"December 31, 2023",Sweden,Million Cubic Meter,126.118
"January 28, 2024",Sweden,Million Cubic Meter,88.688
"February 25, 2024",Sweden,Million Cubic Meter,68.739707
"March 31, 2024",Sweden,Million Cubic Meter,79.708001
"April 28, 2024",Sweden,Million Cubic Meter,59.571
"May 26, 2024",Sweden,Million Cubic Meter,51.642999
"June 30, 2024",Sweden,Million Cubic Meter,55.036001
"July 28, 2024",Sweden,Million Cubic Meter,60.782
"September 1, 2024",Sweden,Million Cubic Meter,59.087
"September 29, 2024",Sweden,Million Cubic Meter,50.234
"October 27, 2024",Sweden,Million Cubic Meter,79.227
"December 1, 2024",Sweden,Million Cubic Meter,72.751
"December 29, 2024",Sweden,Million Cubic Meter,81.144
"January 26, 2025",Sweden,Million Cubic Meter,79.687
"February 23, 2025",Sweden,Million Cubic Meter,53.846
"March 30, 2025",Sweden,Million Cubic Meter,56.334
"April 27, 2025",Sweden,Million Cubic Meter,46.796999
"June 1, 2025",Sweden,Million Cubic Meter,54.033
"June 29, 2025",Sweden,Million Cubic Meter,49.403001
"July 27, 2025",Sweden,Million Cubic Meter,62.814999
"August 31, 2025",Sweden,Million Cubic Meter,45.393001
"September 28, 2025",Sweden,Million Cubic Meter,66.862
"December 30, 2018",Spain,Million Cubic Meter,5253
"January 27, 2019",Spain,Million Cubic Meter,4205
"February 24, 2019",Spain,Million Cubic Meter,3989
"March 31, 2019",Spain,Million Cubic Meter,3693
"April 28, 2019",Spain,Million Cubic Meter,3283
"May 26, 2019",Spain,Million Cubic Meter,3125
"June 30, 2019",Spain,Million Cubic Meter,3336
"July 28, 2019",Spain,Million Cubic Meter,3124
"September 1, 2019",Spain,Million Cubic Meter,3185
"September 29, 2019",Spain,Million Cubic Meter,3664
"October 27, 2019",Spain,Million Cubic Meter,4407
"December 1, 2019",Spain,Million Cubic Meter,4505
"December 29, 2019",Spain,Million Cubic Meter,5085
"January 26, 2020",Spain,Million Cubic Meter,4040
"March 1, 2020",Spain,Million Cubic Meter,3800
"March 29, 2020",Spain,Million Cubic Meter,2823
"April 26, 2020",Spain,Million Cubic Meter,2502
"May 31, 2020",Spain,Million Cubic Meter,2673
"June 28, 2020",Spain,Million Cubic Meter,3023
"July 26, 2020",Spain,Million Cubic Meter,2790
"August 30, 2020",Spain,Million Cubic Meter,2998
"September 27, 2020",Spain,Million Cubic Meter,3337
"November 1, 2020",Spain,Million Cubic Meter,3949
"November 29, 2020",Spain,Million Cubic Meter,4626
"December 27, 2020",Spain,Million Cubic Meter,5025
"January 31, 2021",Spain,Million Cubic Meter,3656
"February 28, 2021",Spain,Million Cubic Meter,4067
"March 28, 2021",Spain,Million Cubic Meter,3636
"April 25, 2021",Spain,Million Cubic Meter,3037
"May 30, 2021",Spain,Million Cubic Meter,2823
"June 27, 2021",Spain,Million Cubic Meter,2891
"August 1, 2021",Spain,Million Cubic Meter,2752
"August 29, 2021",Spain,Million Cubic Meter,3074
"September 26, 2021",Spain,Million Cubic Meter,3262
"October 31, 2021",Spain,Million Cubic Meter,4590
"November 28, 2021",Spain,Million Cubic Meter,4722
"December 26, 2021",Spain,Million Cubic Meter,5217
"January 30, 2022",Spain,Million Cubic Meter,4263
"February 27, 2022",Spain,Million Cubic Meter,4245
"March 27, 2022",Spain,Million Cubic Meter,3235
"May 1, 2022",Spain,Million Cubic Meter,2824
"May 29, 2022",Spain,Million Cubic Meter,2825
"June 26, 2022",Spain,Million Cubic Meter,2979
"July 31, 2022",Spain,Million Cubic Meter,2775
"August 28, 2022",Spain,Million Cubic Meter,2648
"September 25, 2022",Spain,Million Cubic Meter,2806
"October 30, 2022",Spain,Million Cubic Meter,3270
"November 27, 2022",Spain,Million Cubic Meter,3429
"January 1, 2023",Spain,Million Cubic Meter,3802
"January 29, 2023",Spain,Million Cubic Meter,4071
"February 26, 2023",Spain,Million Cubic Meter,3508
"March 26, 2023",Spain,Million Cubic Meter,2772
"April 30, 2023",Spain,Million Cubic Meter,2656
"May 28, 2023",Spain,Million Cubic Meter,2622
"June 25, 2023",Spain,Million Cubic Meter,2563
"July 30, 2023",Spain,Million Cubic Meter,2412
"August 27, 2023",Spain,Million Cubic Meter,2661
"October 1, 2023",Spain,Million Cubic Meter,2740
"October 29, 2023",Spain,Million Cubic Meter,3165
"November 26, 2023",Spain,Million Cubic Meter,3867
"December 31, 2023",Spain,Million Cubic Meter,2405
"January 28, 2024",Spain,Million Cubic Meter,3567
"February 25, 2024",Spain,Million Cubic Meter,3377
"March 31, 2024",Spain,Million Cubic Meter,2712
"April 28, 2024",Spain,Million Cubic Meter,2566
"May 26, 2024",Spain,Million Cubic Meter,2307
"June 30, 2024",Spain,Million Cubic Meter,2459
"July 28, 2024",Spain,Million Cubic Meter,2303
"September 1, 2024",Spain,Million Cubic Meter,2060
"September 29, 2024",Spain,Million Cubic Meter,2103
"October 27, 2024",Spain,Million Cubic Meter,2704
"December 1, 2024",Spain,Million Cubic Meter,3242
"December 29, 2024",Spain,Million Cubic Meter,2778
"January 26, 2025",Spain,Million Cubic Meter,3529
"February 23, 2025",Spain,Million Cubic Meter,3545
"March 30, 2025",Spain,Million Cubic Meter,2111
"April 27, 2025",Spain,Million Cubic Meter,2232
"June 1, 2025",Spain,Million Cubic Meter,2344
"June 29, 2025",Spain,Million Cubic Meter,1729
"July 27, 2025",Spain,Million Cubic Meter,2099
"August 31, 2025",Spain,Million Cubic Meter,2156
"January 27, 2019",United Kingdom,Million Cubic Meter,6613.249733
"February 24, 2019",United Kingdom,Million Cubic Meter,201.145171
"March 31, 2019",United Kingdom,Million Cubic Meter,2992.398814
"April 28, 2019",United Kingdom,Million Cubic Meter,1784.739929
"May 26, 2019",United Kingdom,Million Cubic Meter,1000.441345
"June 30, 2019",United Kingdom,Million Cubic Meter,1286.843757
"July 28, 2019",United Kingdom,Million Cubic Meter,1495.525234
"September 1, 2019",United Kingdom,Million Cubic Meter,295.099949
"September 29, 2019",United Kingdom,Million Cubic Meter,2875.253186
"October 27, 2019",United Kingdom,Million Cubic Meter,8296.470038
"December 1, 2019",United Kingdom,Million Cubic Meter,8479.977793
"December 29, 2019",United Kingdom,Million Cubic Meter,3872.978345
"January 26, 2020",United Kingdom,Million Cubic Meter,7956.961619
"March 1, 2020",United Kingdom,Million Cubic Meter,2072.389984
"March 29, 2020",United Kingdom,Million Cubic Meter,688.22461
"April 26, 2020",United Kingdom,Million Cubic Meter,714.349914
"May 31, 2020",United Kingdom,Million Cubic Meter,997.87252
"June 28, 2020",United Kingdom,Million Cubic Meter,1436.082906
"July 26, 2020",United Kingdom,Million Cubic Meter,3808.861858
"August 30, 2020",United Kingdom,Million Cubic Meter,569.748898
"September 27, 2020",United Kingdom,Million Cubic Meter,6348.238389
"November 1, 2020",United Kingdom,Million Cubic Meter,272.470321
"November 29, 2020",United Kingdom,Million Cubic Meter,8921.87416
"December 27, 2020",United Kingdom,Million Cubic Meter,10179.332275
"January 31, 2021",United Kingdom,Million Cubic Meter,8215.099529
"February 28, 2021",United Kingdom,Million Cubic Meter,7908.627593
"March 28, 2021",United Kingdom,Million Cubic Meter,7076.910559
"April 25, 2021",United Kingdom,Million Cubic Meter,5823.778019
"May 30, 2021",United Kingdom,Million Cubic Meter,3503.392946
"June 27, 2021",United Kingdom,Million Cubic Meter,3532.221292
"August 1, 2021",United Kingdom,Million Cubic Meter,3446.01853
"August 29, 2021",United Kingdom,Million Cubic Meter,3839.849224
"September 26, 2021",United Kingdom,Million Cubic Meter,5021.995183
"October 31, 2021",United Kingdom,Million Cubic Meter,7336.693111
"November 28, 2021",United Kingdom,Million Cubic Meter,8320.931129
"December 26, 2021",United Kingdom,Million Cubic Meter,9007.368497
"January 30, 2022",United Kingdom,Million Cubic Meter,6764.937146
"February 27, 2022",United Kingdom,Million Cubic Meter,6885.752343
"March 27, 2022",United Kingdom,Million Cubic Meter,5607.232542
"May 1, 2022",United Kingdom,Million Cubic Meter,4477.345177
"May 29, 2022",United Kingdom,Million Cubic Meter,3715.646932
"June 26, 2022",United Kingdom,Million Cubic Meter,3655.171975
"July 31, 2022",United Kingdom,Million Cubic Meter,3673.303707
"August 28, 2022",United Kingdom,Million Cubic Meter,3904.141694
"September 25, 2022",United Kingdom,Million Cubic Meter,4473.865078
"October 30, 2022",United Kingdom,Million Cubic Meter,6173.94911
"November 27, 2022",United Kingdom,Million Cubic Meter,8261.30499
"January 1, 2023",United Kingdom,Million Cubic Meter,7691.375393
"January 29, 2023",United Kingdom,Million Cubic Meter,6501.542019
"February 26, 2023",United Kingdom,Million Cubic Meter,6930.323186
"March 26, 2023",United Kingdom,Million Cubic Meter,5189.801867
"April 30, 2023",United Kingdom,Million Cubic Meter,3675.113809
"May 28, 2023",United Kingdom,Million Cubic Meter,3034.055604
"June 25, 2023",United Kingdom,Million Cubic Meter,2866.248383
"July 30, 2023",United Kingdom,Million Cubic Meter,3115.921382
"August 27, 2023",United Kingdom,Million Cubic Meter,3115.145512
"October 1, 2023",United Kingdom,Million Cubic Meter,4223.542147
"October 29, 2023",United Kingdom,Million Cubic Meter,6447.710809
"November 26, 2023",United Kingdom,Million Cubic Meter,6909.521333
"December 31, 2023",United Kingdom,Million Cubic Meter,8369.68258
"January 28, 2024",United Kingdom,Million Cubic Meter,6172.734812
"February 25, 2024",United Kingdom,Million Cubic Meter,6024.226111
"March 31, 2024",United Kingdom,Million Cubic Meter,4519.862783
"April 28, 2024",United Kingdom,Million Cubic Meter,3242.572029
"May 26, 2024",United Kingdom,Million Cubic Meter,2702.928132
"June 30, 2024",United Kingdom,Million Cubic Meter,2690.003534
"July 28, 2024",United Kingdom,Million Cubic Meter,2296.777226
"September 1, 2024",United Kingdom,Million Cubic Meter,3200.215529
"September 29, 2024",United Kingdom,Million Cubic Meter,4616.076301
"October 27, 2024",United Kingdom,Million Cubic Meter,6739.270361
"December 1, 2024",United Kingdom,Million Cubic Meter,7002.679922
"December 29, 2024",United Kingdom,Million Cubic Meter,9014.019466
"January 26, 2025",United Kingdom,Million Cubic Meter,7260.904103
"February 23, 2025",United Kingdom,Million Cubic Meter,6131.193822
"March 30, 2025",United Kingdom,Million Cubic Meter,3999.603288
"April 27, 2025",United Kingdom,Million Cubic Meter,2918.114076
"June 1, 2025",United Kingdom,Million Cubic Meter,2376.956324
"June 29, 2025",United Kingdom,Million Cubic Meter,2512.620867
"July 27, 2025",United Kingdom,Million Cubic Meter,2461.205638
"August 31, 2025",United Kingdom,Million Cubic Meter,2964.833714
"September 28, 2025",United Kingdom,Million Cubic Meter,4625.668872
"December 30, 2018",Slovenia,Million Cubic Meter,129.19
"January 27, 2019",Slovenia,Million Cubic Meter,102.371
"February 24, 2019",Slovenia,Million Cubic Meter,95.767
"March 31, 2019",Slovenia,Million Cubic Meter,76.787
"April 28, 2019",Slovenia,Million Cubic Meter,72.226
"May 26, 2019",Slovenia,Million Cubic Meter,53.034
"June 30, 2019",Slovenia,Million Cubic Meter,52.432
"July 28, 2019",Slovenia,Million Cubic Meter,60.664
"September 1, 2019",Slovenia,Million Cubic Meter,61.274
"September 29, 2019",Slovenia,Million Cubic Meter,79.378
"October 27, 2019",Slovenia,Million Cubic Meter,91.135
"December 1, 2019",Slovenia,Million Cubic Meter,107.83
"December 29, 2019",Slovenia,Million Cubic Meter,133.014587
"January 26, 2020",Slovenia,Million Cubic Meter,100.045895
"March 1, 2020",Slovenia,Million Cubic Meter,100.14627
"March 29, 2020",Slovenia,Million Cubic Meter,70.621606
"April 26, 2020",Slovenia,Million Cubic Meter,56.268766
"May 31, 2020",Slovenia,Million Cubic Meter,47.65064
"June 28, 2020",Slovenia,Million Cubic Meter,56.509537
"July 26, 2020",Slovenia,Million Cubic Meter,54.353956
"August 30, 2020",Slovenia,Million Cubic Meter,64.333093
"September 27, 2020",Slovenia,Million Cubic Meter,83.918651
"November 1, 2020",Slovenia,Million Cubic Meter,111.27516
"November 29, 2020",Slovenia,Million Cubic Meter,115.281699
"December 27, 2020",Slovenia,Million Cubic Meter,124.099044
"January 31, 2021",Slovenia,Million Cubic Meter,107.075585
"February 28, 2021",Slovenia,Million Cubic Meter,109.959844
"March 28, 2021",Slovenia,Million Cubic Meter,93.864432
"April 25, 2021",Slovenia,Million Cubic Meter,71.66547
"May 30, 2021",Slovenia,Million Cubic Meter,57.43893
"June 27, 2021",Slovenia,Million Cubic Meter,52.39601
"August 1, 2021",Slovenia,Million Cubic Meter,52.011931
"August 29, 2021",Slovenia,Million Cubic Meter,57.318103
"September 26, 2021",Slovenia,Million Cubic Meter,88.244263
"October 31, 2021",Slovenia,Million Cubic Meter,104.997954
"November 28, 2021",Slovenia,Million Cubic Meter,124.217185
"December 26, 2021",Slovenia,Million Cubic Meter,128.089149
"January 30, 2022",Slovenia,Million Cubic Meter,102.597491
"February 27, 2022",Slovenia,Million Cubic Meter,107.114741
"March 27, 2022",Slovenia,Million Cubic Meter,78.86377
"May 1, 2022",Slovenia,Million Cubic Meter,57.407825
"May 29, 2022",Slovenia,Million Cubic Meter,51.481606
"June 26, 2022",Slovenia,Million Cubic Meter,50.331701
"July 31, 2022",Slovenia,Million Cubic Meter,46.119615
"August 28, 2022",Slovenia,Million Cubic Meter,52.120044
"September 25, 2022",Slovenia,Million Cubic Meter,62.290787
"October 30, 2022",Slovenia,Million Cubic Meter,86.826737
"November 27, 2022",Slovenia,Million Cubic Meter,102.897377
"January 1, 2023",Slovenia,Million Cubic Meter,103.940181
"January 29, 2023",Slovenia,Million Cubic Meter,98.49597
"February 26, 2023",Slovenia,Million Cubic Meter,86.656162
"March 26, 2023",Slovenia,Million Cubic Meter,75.205215
"April 30, 2023",Slovenia,Million Cubic Meter,63.791528
"May 28, 2023",Slovenia,Million Cubic Meter,53.234198
"June 25, 2023",Slovenia,Million Cubic Meter,48.752568
"July 30, 2023",Slovenia,Million Cubic Meter,44.068952
"August 27, 2023",Slovenia,Million Cubic Meter,50.285451
"October 1, 2023",Slovenia,Million Cubic Meter,61.752241
"October 29, 2023",Slovenia,Million Cubic Meter,90.36819
"November 26, 2023",Slovenia,Million Cubic Meter,105.165917
"December 31, 2023",Slovenia,Million Cubic Meter,118.451569
"January 28, 2024",Slovenia,Million Cubic Meter,93.608189
"February 25, 2024",Slovenia,Million Cubic Meter,92.699836
"March 31, 2024",Slovenia,Million Cubic Meter,79.90861
"April 28, 2024",Slovenia,Million Cubic Meter,67.419476
"May 26, 2024",Slovenia,Million Cubic Meter,57.147333
"June 30, 2024",Slovenia,Million Cubic Meter,55.812857
"July 28, 2024",Slovenia,Million Cubic Meter,55.882143
"September 1, 2024",Slovenia,Million Cubic Meter,60.705095
"September 29, 2024",Slovenia,Million Cubic Meter,65.636182
"October 27, 2024",Slovenia,Million Cubic Meter,101.809762
"December 1, 2024",Slovenia,Million Cubic Meter,122.839905
"December 29, 2024",Slovenia,Million Cubic Meter,126.31719
"January 26, 2025",Slovenia,Million Cubic Meter,109.545571
"February 23, 2025",Slovenia,Million Cubic Meter,101.962418
"March 30, 2025",Slovenia,Million Cubic Meter,69.824571
"April 27, 2025",Slovenia,Million Cubic Meter,80.086381
"June 1, 2025",Slovenia,Million Cubic Meter,71.703524
"June 29, 2025",Slovenia,Million Cubic Meter,69.786571
"July 27, 2025",Slovenia,Million Cubic Meter,65.516429
"August 31, 2025",Slovenia,Million Cubic Meter,72.173122
"September 28, 2025",Slovenia,Million Cubic Meter,108.460214
"December 30, 2018",Slovakia,Million Cubic Meter,818.190476
"January 27, 2019",Slovakia,Million Cubic Meter,622.005714
"February 24, 2019",Slovakia,Million Cubic Meter,548.114286
"March 31, 2019",Slovakia,Million Cubic Meter,379.904762
"April 28, 2019",Slovakia,Million Cubic Meter,370.489524
"May 26, 2019",Slovakia,Million Cubic Meter,229.133333
"June 30, 2019",Slovakia,Million Cubic Meter,273.28
"July 28, 2019",Slovakia,Million Cubic Meter,267.584762
"September 1, 2019",Slovakia,Million Cubic Meter,302.710476
"September 29, 2019",Slovakia,Million Cubic Meter,384
"October 27, 2019",Slovakia,Million Cubic Meter,475
"December 1, 2019",Slovakia,Million Cubic Meter,631
"December 29, 2019",Slovakia,Million Cubic Meter,800.166
"January 26, 2020",Slovakia,Million Cubic Meter,622.49801
"March 1, 2020",Slovakia,Million Cubic Meter,574.0736
"March 29, 2020",Slovakia,Million Cubic Meter,393.907019
"April 26, 2020",Slovakia,Million Cubic Meter,346.648371
"May 31, 2020",Slovakia,Million Cubic Meter,293.227095
"June 28, 2020",Slovakia,Million Cubic Meter,269.144352
"July 26, 2020",Slovakia,Million Cubic Meter,275.426629
"August 30, 2020",Slovakia,Million Cubic Meter,315.827848
"September 27, 2020",Slovakia,Million Cubic Meter,483.082124
"November 1, 2020",Slovakia,Million Cubic Meter,625.630305
"November 29, 2020",Slovakia,Million Cubic Meter,709.663219
"December 27, 2020",Slovakia,Million Cubic Meter,813.666714
"January 31, 2021",Slovakia,Million Cubic Meter,736.341676
"February 28, 2021",Slovakia,Million Cubic Meter,720.121571
"March 28, 2021",Slovakia,Million Cubic Meter,573.894219
"April 25, 2021",Slovakia,Million Cubic Meter,370.727533
"May 30, 2021",Slovakia,Million Cubic Meter,312.313571
"June 27, 2021",Slovakia,Million Cubic Meter,293.208105
"August 1, 2021",Slovakia,Million Cubic Meter,271.776429
"August 29, 2021",Slovakia,Million Cubic Meter,337.689914
"September 26, 2021",Slovakia,Million Cubic Meter,490.573848
"October 31, 2021",Slovakia,Million Cubic Meter,641.508867
"November 28, 2021",Slovakia,Million Cubic Meter,769.3456
"December 26, 2021",Slovakia,Million Cubic Meter,764.648867
"January 30, 2022",Slovakia,Million Cubic Meter,600.508638
"February 27, 2022",Slovakia,Million Cubic Meter,571.077838
"March 27, 2022",Slovakia,Million Cubic Meter,444.447029
"May 1, 2022",Slovakia,Million Cubic Meter,259.662952
"May 29, 2022",Slovakia,Million Cubic Meter,208.262771
"June 26, 2022",Slovakia,Million Cubic Meter,213.410038
"July 31, 2022",Slovakia,Million Cubic Meter,181.596524
"August 28, 2022",Slovakia,Million Cubic Meter,206.389295
"September 25, 2022",Slovakia,Million Cubic Meter,318.580314
"October 30, 2022",Slovakia,Million Cubic Meter,472.889476
"November 27, 2022",Slovakia,Million Cubic Meter,610.982171
"January 1, 2023",Slovakia,Million Cubic Meter,567.2494
"January 29, 2023",Slovakia,Million Cubic Meter,580.998743
"February 26, 2023",Slovakia,Million Cubic Meter,506.024
"March 26, 2023",Slovakia,Million Cubic Meter,405.81099
"April 30, 2023",Slovakia,Million Cubic Meter,290.521993
"May 28, 2023",Slovakia,Million Cubic Meter,236.604381
"June 25, 2023",Slovakia,Million Cubic Meter,221.418981
"July 30, 2023",Slovakia,Million Cubic Meter,191.93787
"August 27, 2023",Slovakia,Million Cubic Meter,188.055686
"October 1, 2023",Slovakia,Million Cubic Meter,318.21927
"October 29, 2023",Slovakia,Million Cubic Meter,495.056619
"November 26, 2023",Slovakia,Million Cubic Meter,626.454667
"December 31, 2023",Slovakia,Million Cubic Meter,690.283238
"January 28, 2024",Slovakia,Million Cubic Meter,488.834952
"February 25, 2024",Slovakia,Million Cubic Meter,468.66872
"March 31, 2024",Slovakia,Million Cubic Meter,345.382816
"April 28, 2024",Slovakia,Million Cubic Meter,236.990082
"May 26, 2024",Slovakia,Million Cubic Meter,222.48719
"June 30, 2024",Slovakia,Million Cubic Meter,224.443797
"July 28, 2024",Slovakia,Million Cubic Meter,236.76281
"September 1, 2024",Slovakia,Million Cubic Meter,267.039381
"September 29, 2024",Slovakia,Million Cubic Meter,398.755113
"October 27, 2024",Slovakia,Million Cubic Meter,614.103364
"December 1, 2024",Slovakia,Million Cubic Meter,665.755667
"December 29, 2024",Slovakia,Million Cubic Meter,703.351524
"January 26, 2025",Slovakia,Million Cubic Meter,635.304867
"February 23, 2025",Slovakia,Million Cubic Meter,510.442027
"March 30, 2025",Slovakia,Million Cubic Meter,368.589619
"April 27, 2025",Slovakia,Million Cubic Meter,264.316286
"June 1, 2025",Slovakia,Million Cubic Meter,183.456647
"June 29, 2025",Slovakia,Million Cubic Meter,230.054943
"July 27, 2025",Slovakia,Million Cubic Meter,226.727095
"August 31, 2025",Slovakia,Million Cubic Meter,277.122727
"September 28, 2025",Slovakia,Million Cubic Meter,450.003139
"December 30, 2018",Serbia,Million Cubic Meter,437
"January 27, 2019",Serbia,Million Cubic Meter,348
"February 24, 2019",Serbia,Million Cubic Meter,258
"March 31, 2019",Serbia,Million Cubic Meter,160.999762
"April 28, 2019",Serbia,Million Cubic Meter,149.999714
"May 26, 2019",Serbia,Million Cubic Meter,132.999714
"June 30, 2019",Serbia,Million Cubic Meter,143.999524
"July 28, 2019",Serbia,Million Cubic Meter,133.999619
"September 1, 2019",Serbia,Million Cubic Meter,150.000095
"September 29, 2019",Serbia,Million Cubic Meter,165.000429
"October 27, 2019",Serbia,Million Cubic Meter,245.999619
"December 1, 2019",Serbia,Million Cubic Meter,329.999905
"December 29, 2019",Serbia,Million Cubic Meter,379.716572
"January 26, 2020",Serbia,Million Cubic Meter,294
"March 1, 2020",Serbia,Million Cubic Meter,270
"March 29, 2020",Serbia,Million Cubic Meter,176
"April 26, 2020",Serbia,Million Cubic Meter,126
"May 31, 2020",Serbia,Million Cubic Meter,120
"June 28, 2020",Serbia,Million Cubic Meter,129
"July 26, 2020",Serbia,Million Cubic Meter,106
"August 30, 2020",Serbia,Million Cubic Meter,139
"September 27, 2020",Serbia,Million Cubic Meter,216
"November 1, 2020",Serbia,Million Cubic Meter,307
"November 29, 2020",Serbia,Million Cubic Meter,373
"December 27, 2020",Serbia,Million Cubic Meter,408
"January 31, 2021",Serbia,Million Cubic Meter,347
"February 28, 2021",Serbia,Million Cubic Meter,346
"March 28, 2021",Serbia,Million Cubic Meter,280
"April 25, 2021",Serbia,Million Cubic Meter,157
"May 30, 2021",Serbia,Million Cubic Meter,148
"June 27, 2021",Serbia,Million Cubic Meter,163
"August 1, 2021",Serbia,Million Cubic Meter,169
"August 29, 2021",Serbia,Million Cubic Meter,360
"September 26, 2021",Serbia,Million Cubic Meter,298
"October 31, 2021",Serbia,Million Cubic Meter,362
"November 28, 2021",Serbia,Million Cubic Meter,424
"December 26, 2021",Serbia,Million Cubic Meter,437.434214
"January 30, 2022",Serbia,Million Cubic Meter,347.000001
"February 27, 2022",Serbia,Million Cubic Meter,372.982471
"March 27, 2022",Serbia,Million Cubic Meter,252.311671
"May 1, 2022",Serbia,Million Cubic Meter,151
"May 29, 2022",Serbia,Million Cubic Meter,154
"June 26, 2022",Serbia,Million Cubic Meter,131
"July 31, 2022",Serbia,Million Cubic Meter,123
"August 28, 2022",Serbia,Million Cubic Meter,157
"September 25, 2022",Serbia,Million Cubic Meter,231.998832
"October 30, 2022",Serbia,Million Cubic Meter,365.000001
"November 27, 2022",Serbia,Million Cubic Meter,433.175328
"January 1, 2023",Serbia,Million Cubic Meter,418
"January 29, 2023",Serbia,Million Cubic Meter,400
"February 26, 2023",Serbia,Million Cubic Meter,331
"March 26, 2023",Serbia,Million Cubic Meter,258
"April 30, 2023",Serbia,Million Cubic Meter,146
"May 28, 2023",Serbia,Million Cubic Meter,133
"June 25, 2023",Serbia,Million Cubic Meter,138
"July 30, 2023",Serbia,Million Cubic Meter,139
"August 27, 2023",Serbia,Million Cubic Meter,138
"October 1, 2023",Serbia,Million Cubic Meter,195.374393
"October 29, 2023",Serbia,Million Cubic Meter,348
"November 26, 2023",Serbia,Million Cubic Meter,414
"December 31, 2023",Serbia,Million Cubic Meter,461
"January 28, 2024",Serbia,Million Cubic Meter,331.496043
"February 25, 2024",Serbia,Million Cubic Meter,255.526634
"March 31, 2024",Serbia,Million Cubic Meter,173
"April 28, 2024",Serbia,Million Cubic Meter,146
"May 26, 2024",Serbia,Million Cubic Meter,141.942491
"June 30, 2024",Serbia,Million Cubic Meter,139.719238
"July 28, 2024",Serbia,Million Cubic Meter,143.95586
"September 1, 2024",Serbia,Million Cubic Meter,156
"September 29, 2024",Serbia,Million Cubic Meter,235.564134
"October 27, 2024",Serbia,Million Cubic Meter,425
"December 1, 2024",Serbia,Million Cubic Meter,477
"December 29, 2024",Serbia,Million Cubic Meter,491.77755
"January 26, 2025",Serbia,Million Cubic Meter,458.8379
"February 23, 2025",Serbia,Million Cubic Meter,320
"March 30, 2025",Serbia,Million Cubic Meter,204
"April 27, 2025",Serbia,Million Cubic Meter,156
"June 1, 2025",Serbia,Million Cubic Meter,143.50137
